orbital_period,transit_duration,transit_depth,impact_parameter,eccentricity,planet_radius,semi_major_axis,eq_temperature,stellar_radius,stellar_mass,stellar_temp,stellar_logg,stellar_metallicity,transit_snr,planet_star_ratio,depth_radius_ratio,impact_factor,scaled_teq,log_orbital_period
198.232389,1.919,416.4,0.0297,0.0,2.28,0.6849,352.0,1.113,1.084,6263.0,4.382,-0.08,216.98790151750833,2.0485156796804316,182.63149884583385,0.026684612143205624,0.056203097548107435,5.294471927314827
22.2420032,7.532,63.5,0.897,0.0,2.04,0.1655,954.0,2.164,1.219,5979.0,3.854,-0.12,8.430694579036832,0.9426982704721485,31.12743572184523,0.41450997481054763,0.15955845456438225,3.1459611244824552
10.828825742,0.7275,92.1,0.137,0.0,0.76,0.0912,758.0,0.785,0.865,5862.0,4.584,-0.52,126.59776412678468,0.9681516329278561,121.184051073617,0.17452207067252143,0.12930740359445456,2.4705394120323168
4.46255312,14.0957,22720.0,0.004,0.0,52.74,0.0513,1795.0,3.619,0.905,4847.0,3.277,-0.12,1611.8389571401947,14.573082461154334,430.7925591431066,0.0011052773956127672,0.3703321641488896,1.697916284859552
24.58716355,3.984,907.5,0.648,0.0,2.37,0.1552,530.0,0.749,0.831,5474.0,4.605,-0.34,227.7860874030905,3.1642147340257223,382.91123083914306,0.8651523829741216,0.09682133721285689,3.2420908019024246
35.58349688,3.9885,937.6,0.001,0.0,2.03,0.1916,408.0,0.684,0.753,4894.0,4.637,-0.24,235.07578411037127,2.9678319183743875,461.8716936592642,0.0014619861666868906,0.08336738862211536,3.5995972338010964
11.5706005,3.073,211.9,0.416,0.0,1.33,0.0964,771.0,0.9,0.89,5718.0,4.479,-0.2,68.95539571903817,1.4777761358042936,159.32318847880566,0.4622217086425459,0.13483735569520158,2.5313607939352325
0.695954898,1.469,318.1,0.103,0.0,2.58,0.0168,2740.0,1.425,1.303,6737.0,4.243,-0.1,216.54171780686332,1.8105250452455823,123.29452585483494,0.07228065103112208,0.4067092176923394,0.5282459438557296
8.428090255,1.881,11356.0,6.787,0.0,517.43,0.0778,817.0,0.805,0.893,5761.0,4.573,-0.34,6037.211038165317,642.7693878641144,21.946929977104286,8.43104542727276,0.14181565697937584,2.2436935581082498
19.3073774,3.437,31.7,0.0275,0.0,1.21,0.1409,1054.0,2.142,0.997,6131.0,3.776,-0.88,9.223157048834143,0.5648923599942297,26.19832545592938,0.012838462727141583,0.1719132278303844,3.0109842387463654
9.058487716,4.14334,127970.0,0.213,0.0,20.51,0.0702,547.0,0.573,0.561,4340.0,4.671,-0.56,30885.70310770945,35.79400384990603,6239.3951126574775,0.37172709995270514,0.12603686633040626,2.308416826930089
1.213770423,0.5532,1821.0,0.83,0.0,0.78,0.0113,525.0,0.148,0.132,3292.0,5.215,-0.42,3291.751099509943,5.270234660576618,2334.612391522575,5.608070215741786,0.15947752121522554,0.794697135594655
27.5071114,5.907,580.7,0.918,0.0,2.58,0.1771,569.0,0.88,0.977,5783.0,4.539,-0.08,98.30707663668925,2.9318148502103973,225.07743214053016,1.043180632749281,0.09839183812927686,3.350153578955984
1.80455062,2.166,39.7,0.348,0.0,0.65,0.0288,1577.0,1.019,0.975,6006.0,4.41,-0.2,18.328708066155095,0.6378796487932791,61.07682911257059,0.3415109504308632,0.2625707625270445,1.031243319366565
1.882438182,3.50695,344200.0,0.395,0.0,74.77,0.0285,1818.0,1.213,0.872,6322.0,4.211,-0.78,98147.93534326542,61.64050977699111,4603.450520215989,0.3256386433317038,0.2875672255160444,1.0586365269640665
355.84731,16.68,123.9,0.1578,0.0,1.68,1.08,354.0,1.493,1.332,6823.0,4.212,-0.14,7.42805710862967,1.1252504184524994,73.74995610121661,0.10569316430464547,0.051883335768447406,5.877307987207355
24.4004378,2.987,860.5,0.909,0.0,2.47,0.1441,437.0,0.674,0.669,4583.0,4.606,-0.16,288.0815908665581,3.6646829900845845,348.3804257569126,1.348662687444084,0.09535238924386812,3.2347664100964213
487.83894,32.77,453.3,0.1252,0.0,3.94,1.2051,298.0,1.877,0.978,5421.0,3.882,-0.22,13.832773456430472,2.0990931810904736,115.05073222062634,0.06670214880013384,0.054971407479252644,6.192033069168791
0.566791946,2.77,125.7,0.982,0.0,1.54,0.0138,2160.0,0.97,1.087,5836.0,4.5,0.21,45.37904498951444,1.587627229250279,81.62332362121843,1.012370090340113,0.37011651809970586,0.44903018238274534
1.615357809,1.1435,499.6,0.931,0.0,1.37,0.0213,806.0,0.486,0.49,3821.0,4.755,-0.28,436.9038592882735,2.818924240896624,364.67126666330904,1.9156339184487277,0.21093954456662142,0.9614009176020981
0.933747375,5.974,198.9,1.063,0.0,8.93,0.0192,2003.0,1.024,1.084,6224.0,4.454,-0.14,33.29426961930539,8.720694608696672,22.27323378799174,1.0380849237451917,0.32181876601513193,0.6594597654381541
19.80787763,3.453,616.3,0.054,0.0,2.08,0.1399,624.0,0.84,0.934,5775.0,4.558,-0.22,178.48242731467496,2.4761875283481807,296.29793447214684,0.06428563775519315,0.10805194803323775,3.0353316472178697
1.73984941,3.114,48.5,0.043,0.0,0.72,0.029,1608.0,1.031,1.075,6119.0,4.444,-0.04,15.57481837674426,0.6983504380694103,67.36101755414228,0.04170704005136756,0.2627880372180441,1.007902959035616
8.8233996,6.735,104.6,0.022,0.0,1.13,0.0793,929.0,1.121,0.852,5602.0,4.269,-0.14,15.530806899657474,1.008027646719316,92.56628976434536,0.019625317015774295,0.1658336308165238,2.284767253901971
3.403743926,1.5017,815.9,1.075,0.0,10.77,0.0429,1101.0,0.853,0.906,5596.0,4.533,-0.1,543.3172116153615,12.62601098943612,75.75672462797358,1.2602564358072263,0.1967476768769214,1.4824550713933358
0.566789763,4.008,25.4,0.6376,0.0,0.4,0.0126,1984.0,0.758,0.836,5799.0,4.6,-0.58,6.337323768132792,0.5277037893089851,63.49984125039687,0.8411598401585221,0.3421279530363635,0.4490287890889349
294.202469,2.36,248.2,0.0219,0.0,2.61,0.9426,401.0,1.635,1.291,6897.0,4.121,-0.36,105.16944696209875,1.5963292988811628,95.09574900546015,0.013394487220497114,0.058141220812216725,5.687661456512479
138.944022,10.611,530.2,0.195,0.0,2.57,0.5329,384.0,1.115,1.044,6014.0,4.362,0.0,49.96701065243515,2.304930668223616,206.3034216718204,0.17488773552669462,0.06385101428934968,4.941242499793692
17.76076524,1.6679,1287.2,0.627,0.0,1.93,0.1085,368.0,0.516,0.54,3826.0,4.744,-0.06,771.748443103038,3.7403028288704863,666.9426596152024,1.2151139241978213,0.09618400415677365,2.931767733790923
111.0396205,25.751,9356.2,0.851,0.0,8.6,0.4038,335.0,0.777,0.71,5470.0,4.509,-0.58,363.33344866865565,11.06819682342751,1087.930106054639,1.0952366856670712,0.061243144412935435,4.718852563203022
185.53285,31.46,877.0,1.2682,0.0,28.39,0.6297,302.0,0.87,0.965,5817.0,4.544,-0.14,27.876667899660905,32.632146399831726,30.891157770653123,1.4576994739086506,0.05191679559018105,5.228607362983333
31.8245304,4.17,79.0,0.681,0.0,0.8,0.1911,589.0,0.847,0.918,6338.0,4.545,-0.8,18.94483958157324,0.9445089202964342,98.7498765626543,0.8040132184023396,0.09293152412544468,3.4911761139174473
154.674369,9.35,435.8,0.777,0.0,2.29,0.5698,371.0,1.002,1.023,6338.0,4.449,-0.36,46.609620683463035,2.2854268608514365,190.3055937530158,0.7754483278958805,0.058535815705500815,5.047766447434097
397.73699,11.76,1131.5,0.883,0.0,3.05,0.9466,211.0,0.768,0.714,5313.0,4.521,-0.44,96.21597821292703,3.971348995639328,370.9834849234476,1.1497380862785334,0.03971390927165181,5.988302026607536
58.669218,3.712,169.4,0.332,0.0,1.28,0.2918,450.0,0.986,0.961,5548.0,4.433,0.2,45.63576356795162,1.2981731255850653,132.3436466065261,0.33671365444862633,0.08111031000700968,4.088816276035009
4.86634094,1.885,366.7,0.895,0.0,1.94,0.052,881.0,0.831,0.791,4996.0,4.497,0.14,194.53570581660168,2.3345338934610185,189.02052112344273,1.0770143477565008,0.17634107282299016,1.7692310902437067
4.72674037,2.9267,273.1,0.657,0.0,1.56,0.0525,1028.0,0.894,0.866,5648.0,4.472,-0.2,93.31325612011614,1.7449644910911732,175.06399034359595,0.7348985068249364,0.1820113314125334,1.745146498003084
2.1032389,6.4774,24852.0,1.209,0.0,36.63,0.0307,1238.0,0.786,0.88,5546.0,4.587,-0.24,3836.724019402226,46.60299414377335,678.4602599382948,1.538165981977122,0.2232239451454699,1.1324463725123326
81.871309,1.606,98.2,0.1996,0.0,1.12,0.3783,480.0,1.115,1.069,6343.0,4.375,-0.16,61.145665538190826,1.0044834040507589,87.67849314420255,0.1790132923647602,0.07567397129502224,4.417288910560984
15.0549356,4.801,256.4,0.321,0.0,1.6,0.1154,729.0,0.999,0.903,5616.0,4.394,-0.02,53.405529388558755,1.6015999983984,160.24989984381259,0.321320999678679,0.1298076922845784,2.7760163163219715
8.18739443,3.0472,517.6,0.377,0.0,1.92,0.0745,782.0,0.849,0.821,5251.0,4.494,0.0,169.86080012444205,2.26148143523977,269.5831929254204,0.44405130264864234,0.14892401444507256,2.2178323738606927
44.9306706,6.539,438.4,0.481,0.0,2.49,0.2654,565.0,1.164,1.233,6121.0,4.397,0.36,67.04388025020947,2.139173419954107,176.06418631960386,0.4132298855413355,0.09230517887725777,3.8271330987101058
7.64809462,2.216,195.9,0.265,0.0,1.19,0.0746,840.0,0.85,0.944,5641.0,4.554,-0.06,88.40248718299314,1.3999983529431141,164.62171040192405,0.31176433910077755,0.14890976774527392,2.1573390215351465
18.78429232,3.1136,1009.5,0.658,0.0,2.14,0.1198,433.0,0.641,0.651,4243.0,4.637,0.02,324.22266051430483,3.3385283330291218,471.7287515286207,1.0265194594080196,0.10205043598820399,2.9848883056861806
12.4258343,28.1171,449.4,0.967,0.0,2.75,0.1072,830.0,0.991,1.06,6185.0,4.472,-0.18,15.983155589191075,2.774971972783075,163.41812239341002,0.9757810537022666,0.13419563457814135,2.597180783715389
4.618309224,3.6752,1191.0,1.247,0.0,25.43,0.0525,947.0,0.815,0.91,5452.0,4.572,-0.04,324.0639083413397,31.20241570255742,46.834445661248694,1.530059472319666,0.173697725573423,1.7260307688191492
5.32667299,3.4045,611.4,0.043,0.0,2.26,0.0601,1007.0,0.921,1.016,5831.0,4.517,0.0,179.5857895180527,2.453851841637522,270.5308537474098,0.04668833150018294,0.17269765045914975,1.8447745039863022
0.77544539,1.8764,6791.4,1.272,0.0,35.53,0.0163,1883.0,0.865,0.957,5861.0,4.546,-0.2,3619.3756025497746,41.07509702300922,191.1455054560792,1.4705185311924496,0.321276232669975,0.5740513153948936
6.42199919,2.6192,161.6,0.281,0.0,1.25,0.0684,1000.0,0.981,1.03,5985.0,4.468,-0.04,61.6982049105815,1.2742086909187655,129.27989657608273,0.28644211371853856,0.1670843775827762,2.0044484535033957
48.2455501,1.375,60.5,0.3106,0.0,0.64,0.2363,449.0,0.827,0.756,5441.0,4.481,-0.36,43.99996800002327,0.7738805636268881,94.53110229515266,0.37557391103517407,0.08252159527981591,3.8968190102365003
25.9525478,21.328,478.4,1.228,0.0,74.69,0.1921,865.0,2.721,1.401,5211.0,3.715,0.2,22.430606600215366,27.44945701967768,6.405141164745734,0.4513045015418958,0.1659950105227413,3.294077830919963
12.70636123,2.395,871.7,0.793,0.0,2.75,0.1043,697.0,0.839,0.939,5573.0,4.562,-0.04,363.96644510795613,3.277707654698862,316.9817029157444,0.9451716982458901,0.12506728869099815,2.6178600484270103
2.01948607,5.248,275.4,0.977,0.0,2.15,0.0311,1430.0,0.944,0.985,5884.0,4.481,-0.1,52.477124146889444,2.277539960233093,128.0929636776913,1.0349565307663868,0.24303195101240108,1.1050866414085967
349.58811,5.052,373.3,0.1899,0.0,134.79,1.1802,1351.0,74.32,1.792,3860.0,0.949,-0.16,73.89151348148981,1.81364367850318,2.76949326530534,0.0025551668116904364,0.34999999990932645,5.859612058620565
31.1588249,5.1803,959.0,0.029,0.0,3.56,0.1948,639.0,1.155,1.015,5951.0,4.319,-0.02,185.12437790777022,3.0822484136377373,269.3819468028239,0.025108203369520896,0.10737691142541136,3.470686904464089
419.97507836,12.1687,275.1,0.68,0.0,1.53,1.0328,215.0,0.872,0.834,5316.0,4.477,0.0,22.60717885992926,1.7545851438243762,179.8038040498013,0.7798156194775007,0.04044394280653801,6.042573635635675
3.855603916,3.2179,16653.0,0.348,0.0,13.61,0.0505,1212.0,1.046,1.153,6033.0,4.46,0.21,5175.112596689581,13.011459836080462,1223.5855089209767,0.332695666638942,0.20089507704278217,1.58013348453266
365.709623,13.553,1033.4,0.338,0.0,26.93,1.0423,604.0,8.522,1.129,4787.0,2.629,-0.3,76.24879537749611,3.1600559539948425,38.37355965935538,0.03966204650762187,0.1261750574208951,5.904570316892765
55.180772,9.791,474.6,0.306,0.0,2.37,0.2953,531.0,1.076,1.126,6306.0,4.426,-0.1,48.473082578584155,2.2026001834570788,200.2530800619915,0.28438635280078733,0.08420551854040509,4.028574563126718
5.99185827,1.7215,186.3,0.905,0.0,2.75,0.0681,1355.0,1.695,1.173,6157.0,4.049,-0.02,108.21951308770662,1.6224179218773322,67.74542991075276,0.5339229888359948,0.22007471167450465,1.9447463678388643
12.19140405,1.8832,665.8,0.091,0.0,2.46,0.0984,763.0,0.967,0.856,5516.0,4.399,-0.06,353.54696604345474,2.54394773118125,270.6502964836193,0.09410538355182672,0.13832487307136968,2.579565409130747
0.566802891,1.861,49.2,0.628,0.0,1.29,0.0148,3111.0,1.748,1.343,6487.0,4.08,-0.04,26.43738504170605,0.7379858478341832,38.13950531821293,0.35926752902315273,0.4795745336088215,0.44903716796995075
0.759763198,3.083,202.5,0.571,0.0,1.2,0.0158,1752.0,0.818,0.917,5520.0,4.572,-0.08,65.68275521156171,1.4669908716493012,168.7498593751172,0.6980431564264591,0.31739130429032764,0.5651792534069467
61.0373591,8.378,437.5,0.071,0.0,3.38,0.3359,610.0,1.614,1.358,6309.0,4.154,0.28,52.220094029590115,2.094174662840977,129.43783152726877,0.04399005948571283,0.09668727213557025,4.127736769704049
