orbital_period,transit_duration,transit_depth,impact_parameter,eccentricity,planet_radius,semi_major_axis,eq_temperature,stellar_radius,stellar_mass,stellar_temp,stellar_logg,stellar_metallicity,transit_snr,planet_star_ratio,depth_radius_ratio,impact_factor,scaled_teq,log_orbital_period,label
7.189379172,2.0351,8126.4,0.908,0.0,11.94,0.0768,1026.0,1.076,1.169,6214.0,4.442,0.07,-0.036183831205264826,-0.05518278123348355,0.13641288305882449,0.06781912224177224,-0.15173734951310802,-0.32496069216490525,1.0
0.373684977,0.9621,456.8,0.86,0.0,2.25,0.0102,2490.0,0.908,0.996,5970.0,4.521,-0.18,-0.24248211603105324,-0.07912405483169012,-0.28322821199379006,0.10919832962960778,1.3482126875350877,-1.4061385682070016,0.0
578.88761,18.521,76.8,0.24,0.0,1.69,1.4388,315.0,1.917,1.185,6180.0,3.946,-0.14,-0.27007871429833336,-0.08355855434105916,-0.4216892994752047,-0.22014397937007021,-0.8311895255497728,2.2548339517524436,1.0
8.70312154,4.807,32.0,0.886,0.0,0.72,0.085,945.0,1.082,1.081,6006.0,4.403,0.07,-0.269931521144644,-0.08415898832592,-0.42256743317250334,0.05779702093265953,-0.1979808798639276,-0.22224750023010728,2.0
1.529283907,14.0075,54.8,0.981,0.0,2.26,0.0281,2550.0,2.266,1.263,6438.0,3.829,-0.36,-0.2700924616266524,-0.0832369741718739,-0.4403138026369007,-0.09684167298202909,1.2232060135366791,-1.03646497445022,0.0
35.502865,8.149,115.9,0.783,0.0,2.18,0.2088,724.0,1.839,0.962,5528.0,3.892,-0.3,-0.2694879066980481,-0.0827145337810209,-0.4149046948434629,-0.09970524116480801,-0.3549740363263262,0.5801196759511973,1.0
63.68192888,12.6047,341720.0,0.583,0.0,71.45,0.3108,486.0,1.054,0.986,5979.0,4.386,-0.14,1.3193137044571535,0.1023002323615933,3.740798526183679,-0.0486751886933225,-0.6507389694147455,0.9265701173571,0.0
1.407020118,1.3766,181.9,0.167,0.0,1.12,0.0229,1350.0,0.849,0.804,5022.0,4.485,0.18,-0.26257394843317783,-0.08234293888310046,-0.31891281178984826,-0.19149222400491908,0.4656034330310621,-1.066469772075817,1.0
5.868066282,4.1246,436.5,0.801,0.0,3.6,0.0674,1254.0,1.555,1.181,5918.0,4.127,0.21,-0.2641165651678526,-0.07957645286138097,-0.35507984269743953,-0.06390866189787656,0.1267630566586638,-0.4315169021085976,2.0
1.4951513,3.43,52.0,0.974,0.0,1.44,0.0257,1870.0,1.452,1.008,5635.0,4.117,0.14,-0.2694329217735149,-0.08325257691880421,-0.4298897408408875,-0.001526902241124861,0.8408509585141762,-1.0446929844362798,2.0
33.65766894,40.787,15380.0,0.306,0.0,78.44,0.1949,1211.0,6.447,0.871,4774.0,2.759,-0.32,-0.24821157235755073,-0.05220979094784099,-0.28933390341877063,-0.2512901863465277,0.37540967985895163,0.5487068792944872,0.0
12.4246697,44.07,424.0,1.9583,0.0,168.91,0.1099,1099.0,1.59,1.144,6550.0,4.094,-0.32,-0.26975772002621345,0.2090895516379943,-0.45941418274517126,0.22319392107984432,-0.13581233304526022,-0.025646144813090882,0.0
1.710279417,2.252,228.8,0.473,0.0,1.57,0.0292,1524.0,1.023,1.132,5834.0,4.472,0.36,-0.26436458603214413,-0.08174430697120938,-0.3335676063436049,-0.08504383276301347,0.42042227445469044,-0.994609577756271,0.0
384.6961,6.167,787.0,0.5221,0.0,1.78,0.8823,157.0,0.623,0.618,4228.0,4.64,-0.12,-0.26283911816849403,-0.07807078931217441,-0.0731246958309568,0.06548510943551486,-0.9135610908401549,2.007885279070505,1.0
40.606895,5.756,657.5,0.494,0.0,2.67,0.2259,521.0,1.027,0.93,5538.0,4.384,0.14,-0.26362401669675745,-0.07878562564355625,-0.24524068237389962,-0.07757216465411845,-0.5745862153825932,0.6593758510271474,2.0
24.85466504,9.182,776.2,0.746,0.0,7.61,0.1992,1095.0,2.527,1.7,6967.0,3.864,-0.02,-0.26536511567393195,-0.07764206732520688,-0.3719967392661074,-0.1520204197120264,-0.19901156885459656,0.3712531995553546,2.0
8.667822346,4.9658,2121.9,1.276,0.0,67.37,0.085,1303.0,1.889,1.089,6266.0,3.923,-0.44,-0.24526680163551512,0.01306232501530307,-0.43394473981275056,0.0003526831662052086,0.10325992227048121,-0.2244545920732528,0.0
126.586058,5.41,124.9,0.799,0.0,1.54,0.5029,460.0,1.249,1.057,6611.0,4.269,-0.5,-0.26896814690918347,-0.08258242209483932,-0.39035546945534044,-0.013983193044611042,-0.7204073868626268,1.3379503777378443,1.0
0.56676437,2.326,76.5,0.594,0.0,0.92,0.0139,2267.0,1.005,1.108,6039.0,4.478,0.07,-0.2683933915753797,-0.08346456169887984,-0.3885557202445418,-0.033483552650997846,1.1000281688642566,-1.3264944905429912,0.0
5.082722475,5.9139,1974.1,0.019,0.0,4.4,0.058,1059.0,1.0,1.0,5780.0,4.438,0.0,-0.25074897053560957,-0.07378498233139126,-0.06739182576036837,-0.2626953775276815,-0.043950499342350964,-0.5050533612663515,0.0
2.2502073,2.203,260.1,0.268,0.0,19.94,0.0382,3637.0,12.787,1.467,4507.0,2.391,0.1,-0.26339899707555164,-0.08167570609911894,-0.45015823033944374,-0.2619105064483286,3.669094566706009,-0.884594535074047,0.0
33.3239576,37.217,2012.1,0.47,0.0,2.55,0.1684,416.0,0.555,0.572,5192.0,4.707,-1.98,-0.2671517912427193,-0.07324444093873202,0.23171069613593176,0.06901314913817642,-0.6576515201635021,0.5428475643651115,0.0
62.134919,8.711,147.5,0.827,0.0,6.71,0.3875,925.0,4.912,2.006,5889.0,3.358,0.28,-0.2693290042563005,-0.08221281229746874,-0.4423045979821049,-0.20284719459314424,-0.19958902116125393,0.9119101801113958,2.0
249.36211832,8.3559,35830.0,1.17,0.0,48.69,0.7359,308.0,1.02,0.853,5940.0,4.352,-0.46,-0.01889408535389287,0.04659330595403964,0.18498379488845,0.18930494854751728,-0.8259452501523128,1.7461864325061558,0.0
3.65034525,1.527,253.2,0.289,0.0,0.72,0.0359,578.0,0.45,0.463,3704.0,4.797,-0.2,-0.2605992167147329,-0.08156292504962973,-0.1526175447827707,-0.012977648825956334,-0.205690580242577,-0.6676598436804057,1.0
7.05675145,2.0261,130.0,0.631,0.0,1.68,0.0778,1196.0,1.402,1.259,6388.0,4.244,0.1,-0.2665596534572746,-0.08267880777026841,-0.393626742763976,-0.0899699570078165,-0.020091394249087603,-0.33484849815992845,2.0
11.2901559,10.475,163.8,0.6285,0.0,0.88,0.0849,617.0,0.657,0.639,5025.0,4.609,-0.64,-0.2694049594667431,-0.08228676525600369,-0.2980655980394173,0.11299847528397497,-0.403688910342654,-0.07911663186806224,1.0
367.01607,15.48,738.6,0.633,0.0,2.46,0.9878,245.0,0.863,0.953,5931.0,4.545,-0.28,-0.2675241743376235,-0.07808917897778296,-0.19780141768260082,0.023591709413244667,-0.888708301583656,1.9794692712443427,0.0
7.79668781,4.6699,361.3,0.005,0.0,2.44,0.0848,1116.0,1.276,1.334,6521.0,4.352,0.21,-0.2657853638235002,-0.08069560705592507,-0.3315103347204141,-0.26873836427792025,-0.11585182475473288,-0.28163877170736606,1.0
35.7353616,8.491,778.8,0.878,0.0,5.47,0.2236,774.0,1.697,1.164,6366.0,4.045,-0.2,-0.26494378038064514,-0.07705355874741082,-0.3365162988276534,-0.06299865535766098,-0.410848076739519,0.583964585826333,2.0
61.25964956,12.1777,233260.0,0.741,0.0,54.72,0.3024,447.0,0.889,0.98,5912.0,4.532,-0.18,0.8528201872792809,0.08497465757816396,3.2840138425691765,0.06367378834256629,-0.6845244014819354,0.9034559120847735,0.0
15.64588656,3.959,572.1,0.033,0.0,2.18,0.1229,710.0,0.916,1.008,5896.0,4.518,-0.08,-0.2618486816881854,-0.0793964517282236,-0.23102671771832461,-0.25587317416439825,-0.41776990521735624,0.10459671760063721,2.0
31.8134892,1.422,234.2,0.2316,0.0,1.18,0.186,496.0,0.776,0.848,5505.0,4.586,-0.26,-0.2606647547884275,-0.08178342936804209,-0.2872242096146358,-0.1507215354219994,-0.5982626846608214,0.5155938291042427,1.0
20.13490007,3.7962,1035.2,0.798,0.0,2.98,0.1339,544.0,0.826,0.789,4963.0,4.501,0.16,-0.25433235801460785,-0.07598572906373514,-0.15638158874168182,0.11679739844793505,-0.4821165749674989,0.24918802158038172,2.0
12.75800092,4.1828,187.9,0.011,0.0,1.49,0.1054,822.0,1.095,0.957,5782.0,4.34,-0.02,-0.2676878329549867,-0.08222757015999331,-0.35081179875957275,-0.2662832783457298,-0.2883282237534079,-0.010793234516464984,2.0
0.705891195,5.281,15.0,0.511,0.0,1.0,0.0214,4884.0,2.449,2.609,10346.0,4.077,0.07,-0.27015530813832467,-0.0848731814697342,-0.4484396596647002,-0.18670209165114843,1.6755033373036314,-1.274974197270717,0.0
2.618414643,4.99923,200860.0,0.356,0.0,109.33,0.0457,2582.0,2.361,1.854,8143.0,3.96,-0.2,2.085540829154595,0.04262483947110584,1.1526838169843474,-0.20989116928088958,0.7529144470905058,-0.8196047224351193,0.0
8.65298599,1.549,313.8,0.529,0.0,1.36,0.0735,734.0,0.749,0.707,5210.0,4.538,-0.4,-0.25844337188389227,-0.08096359140810482,-0.2588773380226158,0.012687802441713405,-0.29596221710606124,-0.22538464562962643,0.0
180.921729,8.99,742.4,0.025,0.0,2.3,0.6135,302.0,0.848,0.937,5818.0,4.554,-0.22,-0.26547970764205536,-0.07847323496377918,-0.17799710565236232,-0.25849570944836525,-0.8256117733837685,1.5528035165447729,2.0
3.42806306,2.417,178.4,0.082,0.0,1.21,0.043,1131.0,0.914,0.899,5559.0,4.47,-0.02,-0.26599394913750224,-0.08233001568515713,-0.3320690132546731,-0.23436047135213026,0.0765093122353961,-0.6973209730767372,2.0
4.06844957,2.8349,79.8,0.55,0.0,0.98,0.0504,1170.0,1.071,1.028,5751.0,4.391,0.21,-0.26867131943147315,-0.08346564547034876,-0.390070210220528,-0.06453932218914173,0.07644395594086385,-0.6155228125940002,2.0
1.33257715,5.158,27.1,0.326,0.0,0.44,0.0231,1553.0,0.837,0.928,5852.0,4.559,-0.3,-0.2700137856298166,-0.08454718394328697,-0.4075012329183619,-0.11424578481518396,0.44513866080357056,-1.0854947374625539,0.0
6.95787,4.537,182.3,0.1686,0.0,1.39,0.0708,1047.0,1.025,0.975,6240.0,4.406,-0.38,-0.2679658422574874,-0.082240440195069,-0.34638000802348873,-0.20440007024810783,-0.1357992250352744,-0.34232691359335155,1.0
0.730956716,2.097,27.8,0.129,0.0,0.57,0.0159,2192.0,1.078,0.994,6028.0,4.371,-0.14,-0.2695445235354158,-0.0845386556554431,-0.41876497586715866,-0.22235963555621782,1.0300417593081317,-1.2661407536529714,0.0
19.193103549,2.5425,6807.3,0.98,0.0,12.23,0.1396,656.0,0.892,0.985,5883.0,4.53,-0.14,-0.11333131642184499,-0.04792122783477106,0.027459717955431333,0.16990990888599977,-0.4708264472730686,0.22158263912208584,1.0
198.232389,1.919,416.4,0.0297,0.0,2.28,0.6849,352.0,1.113,1.084,6263.0,4.382,-0.08,-0.25759868699905897,-0.08031701148829354,-0.3011450695269489,-0.2596162303110301,-0.8000432081986045,1.6078485063835888,0.0
22.2420032,7.532,63.5,0.897,0.0,2.04,0.1655,954.0,2.164,1.219,5979.0,3.854,-0.12,-0.26982751738630867,-0.08338879258101213,-0.43426877860814866,-0.10421887112056957,-0.18479070923972016,0.30674015344255945,2.0
10.828825742,0.7275,92.1,0.137,0.0,0.76,0.0912,758.0,0.785,0.865,5862.0,4.584,-0.52,-0.2628987467527239,-0.08331808727569999,-0.35513776115737955,-0.20037938595696314,-0.3648687936533791,-0.10228587084742563,0.0
4.46255312,14.0957,22720.0,0.004,0.0,52.74,0.0513,1795.0,3.619,0.905,4847.0,3.277,-0.12,-0.17581106994625548,-0.04552579992528525,-0.08309071431629071,-0.26986558853321074,1.0699004386635513,-0.5701757241889426,0.0
24.58716355,3.984,907.5,0.648,0.0,2.37,0.1552,530.0,0.749,0.831,5474.0,4.605,-0.34,-0.25696553130224464,-0.07721778079092587,-0.12516311744611144,0.07634858760934389,-0.5582514503402008,0.3649549532433158,2.0
35.58349688,3.9885,937.6,0.001,0.0,2.03,0.1916,408.0,0.684,0.753,4894.0,4.637,-0.24,-0.2565380971899623,-0.07776330034508491,-0.05578207600974918,-0.2697226592501856,-0.6383399501555966,0.5814558915491851,2.0
11.5706005,3.073,211.9,0.416,0.0,1.33,0.0964,771.0,0.9,0.89,5718.0,4.479,-0.2,-0.26627862873678615,-0.08190243320904647,-0.3216256339718458,-0.0851013039019184,-0.3319501627538526,-0.0654532852597821,1.0
0.695954898,1.469,318.1,0.103,0.0,2.58,0.0168,2740.0,1.425,1.303,6737.0,4.243,-0.1,-0.25762484914899914,-0.08097811080271333,-0.35328332752038766,-0.24134639879718617,1.2864453159053224,-1.2785118651388432,0.0
8.428090255,1.881,11356.0,6.787,0.0,517.43,0.0778,817.0,0.805,0.893,5761.0,4.573,-0.34,0.08367228895436488,1.6995014689382644,-0.4423355126004971,3.107918753405742,-0.2904098166361362,-0.23966057475003008,0.0
19.3073774,3.437,31.7,0.0275,0.0,1.21,0.1409,1054.0,2.142,0.997,6131.0,3.776,-0.88,-0.26978105105089084,-0.08443827601549189,-0.43859989308480746,-0.26516423016182494,-0.11124536678803375,0.22500002290485174,0.0
9.058487716,4.14334,127970.0,0.213,0.0,20.51,0.0702,547.0,0.573,0.561,4340.0,4.671,-0.56,1.5406729812729043,0.013422471777821398,5.020816735806249,-0.1213614987346055,-0.3843376076823125,-0.20046506054422458,0.0
1.213770423,0.5532,1821.0,0.83,0.0,0.78,0.0113,525.0,0.148,0.132,3292.0,5.215,-0.42,-0.07730878869648034,-0.07136759961508476,1.589759190054184,1.9767836210489493,-0.18527248828586998,-1.1171527177863707,2.0
27.5071114,5.907,580.7,0.918,0.0,2.58,0.1771,569.0,0.88,0.977,5783.0,4.539,-0.08,-0.2645575818701175,-0.07786334990849386,-0.26384864354939064,0.1476825501075348,-0.5489025917871561,0.43039627272890385,2.0
1.80455062,2.166,39.7,0.348,0.0,0.65,0.0288,1577.0,1.019,0.975,6006.0,4.41,-0.2,-0.26924714363715124,-0.08423552918597486,-0.4079528221202857,-0.13346877766114107,0.42841969152905884,-0.973903628623672,0.0
1.882438182,3.50695,344200.0,0.395,0.0,74.77,0.0285,1818.0,1.213,0.872,6322.0,4.211,-0.78,5.484619304446846,0.08521986577662143,3.583343657484169,-0.1398286366206105,0.5772183291912925,-0.9573146819113861,0.0
355.84731,16.68,123.9,0.1578,0.0,1.68,1.08,354.0,1.493,1.332,6823.0,4.212,-0.14,-0.2698863074120551,-0.08288169237447561,-0.3968171889524483,-0.2279583720551719,-0.825757833028592,1.9608059431913065,1.0
24.4004378,2.987,860.5,0.909,0.0,2.47,0.1441,437.0,0.674,0.669,4583.0,4.606,-0.16,-0.2534300817448189,-0.07582756129025067,-0.15550467235440757,0.27008585104988864,-0.5669957857559124,0.36051940311881064,2.0
487.83894,32.77,453.3,0.1252,0.0,3.94,1.2051,298.0,1.877,0.978,5421.0,3.882,-0.22,-0.2695107644565013,-0.08017651540706476,-0.3605269905803526,-0.24358164331284005,-0.8073751977024134,2.151399089141629,1.0
0.566791946,2.77,125.7,0.982,0.0,1.54,0.0138,2160.0,0.97,1.087,5836.0,4.5,0.21,-0.267661036942448,-0.08159728471974621,-0.38989901220121287,0.13533710448561653,1.0686167435123652,-1.3264838319547463,0.0
1.615357809,1.1435,499.6,0.931,0.0,1.37,0.0213,806.0,0.486,0.49,3821.0,4.755,-0.28,-0.2447038319781934,-0.07817694167902296,-0.14119022348225815,0.4972649902096427,0.12107001182702795,-1.0161992187623925,2.0
0.933747375,5.974,198.9,1.063,0.0,8.93,0.0192,2003.0,1.024,1.084,6224.0,4.454,-0.14,-0.26836963229832034,-0.061782782500108734,-0.44204879571187394,0.14564075553022207,0.7811104785061724,-1.1990505940774445,0.0
19.80787763,3.453,616.3,0.054,0.0,2.08,0.1399,624.0,0.84,0.934,5775.0,4.558,-0.22,-0.2598564699830149,-0.079129008579598,-0.20126855666913432,-0.24454991272218363,-0.49139800827830576,0.23974447589665407,2.0
1.73984941,3.114,48.5,0.043,0.0,0.72,0.029,1608.0,1.031,1.075,6119.0,4.444,-0.04,-0.2694086189964129,-0.08406755115848732,-0.4024310264888208,-0.25359690860008816,0.4297130816392299,-0.9880382272243478,1.0
8.8233996,6.735,104.6,0.022,0.0,1.13,0.0793,929.0,1.121,0.852,5602.0,4.269,-0.14,-0.26941119962594995,-0.08320731818832842,-0.3802836381228896,-0.26244481226091626,-0.14743591717093948,-0.21478691406705003,1.0
3.403743926,1.5017,815.9,1.075,0.0,10.77,0.0429,1101.0,0.853,0.906,5596.0,4.533,-0.1,-0.23846424498118057,-0.05093444811909324,-0.39505388000851144,0.2346624379295898,0.03658883626873669,-0.7006560476791178,0.0
0.566789763,4.008,25.4,0.6376,0.0,0.4,0.0126,1984.0,0.758,0.836,5799.0,4.6,-0.58,-0.26995026297232777,-0.08454157982256248,-0.40582376791352015,0.0667350394696204,0.9020067573963755,-1.32648467571416,0.0
294.202469,2.36,248.2,0.0219,0.0,2.61,0.9426,401.0,1.635,1.291,6897.0,4.121,-0.36,-0.2641552042011996,-0.0815731117841991,-0.3780610508918703,-0.2649414372600962,-0.788505971852492,1.845958633665052,0.0
138.944022,10.611,530.2,0.195,0.0,2.57,0.5329,384.0,1.115,1.044,6014.0,4.362,0.0,-0.2673920198476279,-0.07960473231169733,-0.2803450058012634,-0.20023286806990062,-0.7545167834179533,1.393937662627787,2.0
17.76076524,1.6679,1287.2,0.627,0.0,1.93,0.1085,368.0,0.516,0.54,3826.0,4.744,-0.06,-0.225070093678428,-0.07561750166459939,0.1244098412893742,0.21657432981030877,-0.56204535872332,0.1770276058462803,2.0
111.0396205,25.751,9356.2,0.851,0.0,8.6,0.4038,335.0,0.777,0.71,5470.0,4.509,-0.58,-0.24901766071705375,-0.055261802763057914,0.4943234211039013,0.168540838223782,-0.7700408791662832,1.259261400480679,0.0
185.53285,31.46,877.0,1.2682,0.0,28.39,0.6297,302.0,0.87,0.965,5817.0,4.544,-0.14,-0.2686872954158301,0.004639345511104856,-0.4344763915037253,0.31377569267002425,-0.8255586538130133,1.5679618394412793,0.0
31.8245304,4.17,79.0,0.681,0.0,0.8,0.1911,589.0,0.847,0.918,6338.0,4.545,-0.8,-0.269211016533663,-0.0833837628899895,-0.37485023922227567,0.05185079651022164,-0.5814066818792539,0.5157975646141435,2.0
154.674369,9.35,435.8,0.777,0.0,2.29,0.5698,371.0,1.002,1.023,6338.0,4.449,-0.36,-0.2675888816731055,-0.0796589107196542,-0.2944019897915286,0.04040515891772645,-0.7861570322215137,1.4584470883567475,1.0
397.73699,11.76,1131.5,0.883,0.0,3.05,0.9466,211.0,0.768,0.714,5313.0,4.521,-0.44,-0.2646801942138605,-0.07497569295303845,-0.13564379858781803,0.19037895027749824,-0.8981998455105474,2.0280223945118485,0.0
58.669218,3.712,169.4,0.332,0.0,1.28,0.2918,450.0,0.986,0.961,5548.0,4.433,0.2,-0.2676459841519017,-0.0824013411900501,-0.34533203899683884,-0.13539100142125668,-0.651775859995004,0.877720160469417,1.0
4.86634094,1.885,366.7,0.895,0.0,1.94,0.052,881.0,0.831,0.791,4996.0,4.497,0.14,-0.2589151799511761,-0.07952249936183553,-0.2955311584181647,0.16123934775368154,-0.08488734553641826,-0.5269884668331195,2.0
4.72674037,2.9267,273.1,0.657,0.0,1.56,0.0525,1028.0,0.894,0.866,5648.0,4.472,-0.2,-0.26485039641715713,-0.08116022737006223,-0.3077944938364275,0.024157291406608095,-0.05113349989482066,-0.5415737619594656,2.0
2.1032389,6.4774,24852.0,1.209,0.0,36.63,0.0307,1238.0,0.786,0.88,5546.0,4.587,-0.24,-0.045354096260591226,0.04344809060023837,0.13453013537990358,0.3460177378295202,0.19419644061154048,-0.9126164628260857,0.0
81.871309,1.606,98.2,0.1996,0.0,1.12,0.3783,480.0,1.115,1.069,6343.0,4.375,-0.16,-0.26673655520767503,-0.08321716351860323,-0.384578451092859,-0.19857980279996507,-0.6841372302644765,1.0766386336420357,0.0
15.0549356,4.801,256.4,0.321,0.0,1.6,0.1154,729.0,0.999,0.903,5616.0,4.394,-0.02,-0.2671904010063292,-0.08155847063730845,-0.32081135050238885,-0.14155866896555802,-0.3618906812876012,0.08270670693150356,2.0
8.18739443,3.0472,517.6,0.377,0.0,1.92,0.0745,782.0,0.849,0.821,5251.0,4.494,0.0,-0.2603620023408709,-0.07972542722141888,-0.22474228673626376,-0.09238198582393366,-0.24809527367950662,-0.2553217493632018,2.0
44.9306706,6.539,438.4,0.481,0.0,2.49,0.2654,565.0,1.164,1.233,6121.0,4.397,0.36,-0.2663907111663222,-0.0800651790156246,-0.30691564085130785,-0.10473178881784313,-0.5851351821745733,0.7192484565372196,2.0
7.64809462,2.216,195.9,0.265,0.0,1.19,0.0746,840.0,0.85,0.944,5641.0,4.554,-0.06,-0.2651383412035522,-0.08211848725272228,-0.3169699245703342,-0.14538791779619548,-0.24818008125896907,-0.2919556847869436,1.0
18.78429232,3.1136,1009.5,0.658,0.0,2.14,0.1198,433.0,0.641,0.651,4243.0,4.637,0.02,-0.2513109365125639,-0.07673356593487134,-0.04712086866560771,0.14100660111740307,-0.5271237354184813,0.20919668766556154,2.0
12.4258343,28.1171,449.4,0.967,0.0,2.75,0.1072,830.0,0.991,1.06,6185.0,4.472,-0.18,-0.2693846759901504,-0.0782990339386031,-0.3180274942261916,0.12067627975321925,-0.33577019233242417,-0.025593612047733468,0.0
4.618309224,3.6752,1191.0,1.247,0.0,25.43,0.0525,947.0,0.815,0.91,5452.0,4.572,-0.04,-0.2513202450060238,0.0006677859326470047,-0.42046733078824805,0.3427695485302011,-0.10062263055561858,-0.5531499825123193,0.0
5.32667299,3.4045,611.4,0.043,0.0,2.26,0.0601,1007.0,0.921,1.016,5831.0,4.517,0.0,-0.2597917739246103,-0.07919105348824146,-0.223909595381505,-0.25160095987930303,-0.1065758654044549,-0.48124042288537877,2.0
0.77544539,1.8764,6791.4,1.272,0.0,35.53,0.0163,1883.0,0.865,0.957,5861.0,4.546,-0.2,-0.05809840255258144,0.028092490555729956,-0.29366397551714574,0.3189121479949491,0.7778808926771209,-1.250772767229442,0.0
6.42199919,2.6192,161.6,0.281,0.0,1.25,0.0684,1000.0,0.981,1.03,5985.0,4.468,-0.04,-0.2667041568534468,-0.08246791049588002,-0.3480240972779193,-0.15553425512225852,-0.13999048719307822,-0.38454409294843145,2.0
48.2455501,1.375,60.5,0.3106,0.0,0.64,0.2363,449.0,0.827,0.756,5441.0,4.481,-0.36,-0.2677418996411915,-0.08385774074160825,-0.3785571951063995,-0.11982012382449417,-0.6433747783684253,0.7614492783575115,1.0
25.9525478,21.328,478.4,1.228,0.0,74.69,0.1921,865.0,2.721,1.401,5211.0,3.715,0.2,-0.26900662727152147,-0.009757323518358878,-0.4559917837908258,-0.0894757087667997,-0.14647525803920308,0.39643757721250256,0.0
12.70636123,2.395,871.7,0.793,0.0,2.75,0.1043,697.0,0.839,0.939,5573.0,4.562,-0.04,-0.24898054473240103,-0.07690251589730228,-0.1830941267811718,0.1084114475314983,-0.39010929753760043,-0.013070536057843514,2.0
